epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,84.7441,0.39177,0.45255,0.85811,0.90318,0.625,0.65578,0.49377,1.05035,1.27012,1.22736,0.0002972,0.0002972,0.0002972
88,85.6942,0.44844,0.47565,0.9004,0.90316,0.625,0.65475,0.51642,1.01028,1.23366,1.20044,0.0002774,0.0002774,0.0002774
89,86.8948,0.45929,0.51132,0.88949,0.90316,0.625,0.65475,0.51642,1.01028,1.23366,1.20044,0.0002576,0.0002576,0.0002576
90,87.8529,0.42076,0.49827,0.88727,0.90313,0.625,0.65472,0.51797,0.9824,1.23405,1.19015,0.0002378,0.0002378,0.0002378
91,88.8557,0.33193,0.57172,0.85504,0.90333,0.625,0.65078,0.52151,0.96122,1.241,1.18037,0.000218,0.000218,0.000218
92,89.8679,0.33945,0.5425,0.86249,0.9036,0.625,0.64507,0.52832,0.94392,1.24768,1.17586,0.0001982,0.0001982,0.0001982
93,90.6921,0.35025,0.50655,0.81896,0.9036,0.625,0.64507,0.52832,0.94392,1.24768,1.17586,0.0001784,0.0001784,0.0001784
94,91.5582,0.3462,0.53579,0.85247,0.90377,0.625,0.6439,0.52384,0.9347,1.27309,1.17362,0.0001586,0.0001586,0.0001586
95,92.3812,0.31273,0.49266,0.81176,0.90397,0.625,0.64385,0.52081,0.94041,1.30605,1.18086,0.0001388,0.0001388,0.0001388
96,93.2362,0.34443,0.5092,0.815,0.90387,0.625,0.64252,0.5135,0.93694,1.32736,1.18148,0.000119,0.000119,0.000119
97,94.0684,0.33348,0.49184,0.86067,0.90387,0.625,0.64252,0.5135,0.93694,1.32736,1.18148,9.92e-05,9.92e-05,9.92e-05
98,94.9185,0.33156,0.4939,0.80633,0.90385,0.625,0.6411,0.51243,0.94507,1.35187,1.18349,7.94e-05,7.94e-05,7.94e-05
99,95.7965,0.34628,0.50538,0.83476,0.9036,0.625,0.64241,0.51155,0.94584,1.36527,1.18458,5.96e-05,5.96e-05,5.96e-05
100,96.6774,0.31188,0.48421,0.84186,0.90362,0.625,0.65779,0.5144,0.94049,1.3645,1.17285,3.98e-05,3.98e-05,3.98e-05
