epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,48.3425,0.45737,0.43817,0.94095,0.90375,0.625,0.62315,0.51078,1.00983,1.47121,1.1952,0.0012278,0.0012278,0.0012278
41,49.3078,0.47181,0.45147,0.88449,0.90375,0.625,0.62315,0.51078,1.00983,1.47121,1.1952,0.001208,0.001208,0.001208
42,50.3095,0.48605,0.41402,0.87794,0.89957,0.625,0.62505,0.44456,1.1758,1.55341,1.29169,0.0011882,0.0011882,0.0011882
43,51.219,0.45846,0.40081,0.89457,1,0.62173,0.63683,0.43558,1.12869,1.59443,1.31514,0.0011684,0.0011684,0.0011684
44,52.1201,0.47223,0.42875,0.88144,1,0.61984,0.69337,0.47402,1.08405,1.50719,1.2763,0.0011486,0.0011486,0.0011486
45,53.0003,0.47285,0.4049,0.90556,1,0.61984,0.69337,0.47402,1.08405,1.50719,1.2763,0.0011288,0.0011288,0.0011288
46,53.9834,0.50187,0.45474,0.92731,0.90886,0.625,0.69946,0.44934,1.06023,1.4986,1.28542,0.001109,0.001109,0.001109
47,54.9414,0.45872,0.43365,0.89617,0.90402,0.625,0.67622,0.44184,1.09508,1.60669,1.3078,0.0010892,0.0010892,0.0010892
48,55.8966,0.53645,0.42802,0.95019,0.90367,0.625,0.7018,0.44235,1.0809,1.53444,1.29462,0.0010694,0.0010694,0.0010694
49,57.1924,0.46061,0.42278,0.8863,0.90367,0.625,0.7018,0.44235,1.0809,1.53444,1.29462,0.0010496,0.0010496,0.0010496
50,58.58,0.43583,0.42254,0.91176,0.8504,0.71166,0.75767,0.49969,1.07941,1.46278,1.27934,0.0010298,0.0010298,0.0010298
51,60.0642,0.41453,0.3931,0.88067,0.84482,0.75,0.75555,0.52168,1.14315,1.39744,1.29617,0.00101,0.00101,0.00101
52,61.3892,0.49765,0.44452,0.90318,0.91631,0.68458,0.74764,0.52967,1.19148,1.32928,1.30675,0.0009902,0.0009902,0.0009902
53,62.6754,0.43723,0.39242,0.90213,0.91631,0.68458,0.74764,0.52967,1.19148,1.32928,1.30675,0.0009704,0.0009704,0.0009704
54,63.7516,0.51546,0.45358,0.91068,0.89813,0.625,0.70139,0.47383,1.28116,1.50556,1.38612,0.0009506,0.0009506,0.0009506
55,64.8988,0.47789,0.3886,0.89204,0.90076,0.625,0.68637,0.45561,1.23469,1.47375,1.37543,0.0009308,0.0009308,0.0009308
56,66.0924,0.42452,0.40505,0.90632,0.90085,0.625,0.67387,0.45988,1.16331,1.42269,1.31733,0.000911,0.000911,0.000911
57,67.2329,0.46363,0.39723,0.93031,0.90085,0.625,0.67387,0.45988,1.16331,1.42269,1.31733,0.0008912,0.0008912,0.0008912
58,68.4605,0.46704,0.37635,0.89162,0.90364,0.625,0.66066,0.50346,1.09116,1.33993,1.25664,0.0008714,0.0008714,0.0008714
59,69.6469,0.44446,0.39503,0.94279,0.90352,0.625,0.67251,0.50412,1.0599,1.30157,1.241,0.0008516,0.0008516,0.0008516
60,70.8408,0.45085,0.39074,0.90187,0.9039,0.625,0.65798,0.50853,0.99608,1.30653,1.26082,0.0008318,0.0008318,0.0008318
61,71.8691,0.41441,0.36866,0.87302,0.9039,0.625,0.65798,0.50853,0.99608,1.30653,1.26082,0.000812,0.000812,0.000812
62,73.0152,0.39272,0.33894,0.8969,0.90434,0.625,0.65545,0.50125,1.01772,1.31449,1.28616,0.0007922,0.0007922,0.0007922
63,74.1305,0.48279,0.44915,0.90722,0.90445,0.625,0.65004,0.49383,1.02837,1.28339,1.28946,0.0007724,0.0007724,0.0007724
64,75.5942,0.42871,0.36735,0.86327,0.90416,0.625,0.62528,0.46371,1.05681,1.23673,1.29007,0.0007526,0.0007526,0.0007526
65,76.8495,0.3941,0.36897,0.86675,0.90416,0.625,0.62528,0.46371,1.05681,1.23673,1.29007,0.0007328,0.0007328,0.0007328
66,77.9545,0.54069,0.4089,0.89259,0.90409,0.625,0.6524,0.4752,1.03765,1.21859,1.26175,0.000713,0.000713,0.000713
67,79.1001,0.4001,0.3608,0.89336,0.90387,0.625,0.67415,0.49724,1.01498,1.23623,1.22004,0.0006932,0.0006932,0.0006932
68,80.1929,0.43603,0.40409,0.87582,0.90892,0.625,0.66723,0.50988,1.02483,1.29614,1.23331,0.0006734,0.0006734,0.0006734
69,81.0931,0.40682,0.37176,0.89776,0.90892,0.625,0.66723,0.50988,1.02483,1.29614,1.23331,0.0006536,0.0006536,0.0006536
70,81.9993,0.42025,0.39283,0.88644,0.97127,0.625,0.66702,0.51074,0.99693,1.31265,1.22175,0.0006338,0.0006338,0.0006338
71,82.8786,0.34495,0.32944,0.90672,0.96878,0.625,0.66481,0.51169,0.97964,1.31243,1.21405,0.000614,0.000614,0.000614
72,83.7615,0.38056,0.3662,0.86798,0.97334,0.625,0.66268,0.51642,0.96304,1.33968,1.21591,0.0005942,0.0005942,0.0005942
73,84.6177,0.40517,0.37525,0.91075,0.97334,0.625,0.66268,0.51642,0.96304,1.33968,1.21591,0.0005744,0.0005744,0.0005744
74,85.5257,0.40149,0.3416,0.86319,0.97498,0.625,0.66449,0.48445,0.93547,1.31587,1.216,0.0005546,0.0005546,0.0005546
75,86.4079,0.37106,0.36066,0.87632,0.97927,0.625,0.66884,0.47841,0.9268,1.31533,1.21081,0.0005348,0.0005348,0.0005348
76,87.3069,0.41562,0.34945,0.90796,0.98168,0.625,0.6783,0.47695,0.91995,1.32592,1.1912,0.000515,0.000515,0.000515
77,88.1842,0.43276,0.37676,0.8911,0.98168,0.625,0.6783,0.47695,0.91995,1.32592,1.1912,0.0004952,0.0004952,0.0004952
78,89.0687,0.43733,0.34708,0.89982,0.98459,0.625,0.67467,0.47639,0.91959,1.33183,1.18348,0.0004754,0.0004754,0.0004754
79,89.9289,0.40884,0.3666,0.87932,0.98897,0.625,0.67996,0.47228,0.90084,1.33836,1.17758,0.0004556,0.0004556,0.0004556
80,90.8135,0.35521,0.31162,0.85919,0.99184,0.625,0.66687,0.47644,0.91451,1.36235,1.19628,0.0004358,0.0004358,0.0004358
81,91.6956,0.35522,0.34724,0.86287,0.99184,0.625,0.66687,0.47644,0.91451,1.36235,1.19628,0.000416,0.000416,0.000416
82,92.573,0.32424,0.31588,0.8665,0.99175,0.625,0.67571,0.4977,0.92908,1.35997,1.2043,0.0003962,0.0003962,0.0003962
83,93.4354,0.41395,0.33278,0.91877,0.99252,0.625,0.68017,0.48722,0.95217,1.369,1.21531,0.0003764,0.0003764,0.0003764
84,94.2889,0.3663,0.39666,0.88062,0.99328,0.625,0.71596,0.50399,0.98078,1.33344,1.22386,0.0003566,0.0003566,0.0003566
85,95.1394,0.41903,0.32679,0.89993,0.99328,0.625,0.71596,0.50399,0.98078,1.33344,1.22386,0.0003368,0.0003368,0.0003368
86,96.0403,0.35912,0.31825,0.89498,0.99336,0.625,0.72007,0.49805,0.99735,1.31984,1.22511,0.000317,0.000317,0.000317
87,96.9137,0.31605,0.28974,0.84367,0.99291,0.625,0.71917,0.50794,0.98447,1.28524,1.21283,0.0002972,0.0002972,0.0002972
88,97.8062,0.40041,0.35445,0.87778,0.99233,0.625,0.71125,0.5076,0.95503,1.23001,1.19578,0.0002774,0.0002774,0.0002774
89,98.6592,0.36126,0.35195,0.86381,0.99233,0.625,0.71125,0.5076,0.95503,1.23001,1.19578,0.0002576,0.0002576,0.0002576
90,99.5747,0.35486,0.34273,0.8803,0.9153,0.67627,0.73302,0.51328,0.95275,1.21493,1.18992,0.0002378,0.0002378,0.0002378
91,100.465,0.32495,0.33336,0.84422,0.9085,0.6875,0.73596,0.51762,0.95991,1.24968,1.20413,0.000218,0.000218,0.000218
92,101.291,0.31699,0.30585,0.8448,0.87613,0.6875,0.7386,0.53317,0.9578,1.21833,1.20693,0.0001982,0.0001982,0.0001982
93,102.099,0.28146,0.2755,0.80295,0.87613,0.6875,0.7386,0.53317,0.9578,1.21833,1.20693,0.0001784,0.0001784,0.0001784
94,102.91,0.31076,0.31052,0.83814,0.99268,0.625,0.73047,0.51971,0.94957,1.18223,1.20282,0.0001586,0.0001586,0.0001586
95,103.712,0.28733,0.27008,0.81344,0.91501,0.67384,0.7339,0.52095,0.94405,1.16357,1.20538,0.0001388,0.0001388,0.0001388
96,104.529,0.29125,0.28268,0.79827,0.91462,0.67062,0.73326,0.5309,0.93176,1.14263,1.19196,0.000119,0.000119,0.000119
97,105.318,0.28098,0.28755,0.84599,0.91462,0.67062,0.73326,0.5309,0.93176,1.14263,1.19196,9.92e-05,9.92e-05,9.92e-05
98,106.135,0.29159,0.28674,0.78173,0.99247,0.625,0.73289,0.5499,0.92861,1.15049,1.18838,7.94e-05,7.94e-05,7.94e-05
99,106.973,0.31317,0.2887,0.81736,0.99242,0.625,0.73255,0.53932,0.92803,1.15254,1.18492,5.96e-05,5.96e-05,5.96e-05
100,107.785,0.25081,0.25504,0.81899,0.99249,0.625,0.73232,0.53936,0.931,1.14918,1.18553,3.98e-05,3.98e-05,3.98e-05
