epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,18.185,0.67519,1.03506,1.04404,0.85208,0.5,0.49601,0.38538,1.31765,1.99952,1.44568,0.00076755,0.00076755,0.00076755
27,18.7926,0.52951,0.84446,0.91658,1,0.56206,0.59139,0.34925,1.37942,1.94371,1.52008,0.000787156,0.000787156,0.000787156
28,19.3764,0.63225,0.86398,0.99069,1,0.56206,0.59139,0.34925,1.37942,1.94371,1.52008,0.00080597,0.00080597,0.00080597
29,20.0007,0.61457,0.86506,0.99223,0.74807,0.5,0.53501,0.37084,1.33737,1.97347,1.40559,0.000823992,0.000823992,0.000823992
30,20.6099,0.52732,0.79651,0.96067,0.83447,0.5,0.51292,0.34602,1.28794,1.95456,1.35499,0.000841222,0.000841222,0.000841222
31,21.2315,0.68986,0.88871,1.02291,0.83447,0.5,0.51292,0.34602,1.28794,1.95456,1.35499,0.00085766,0.00085766,0.00085766
32,21.8504,0.54711,0.72843,0.93325,0.73621,0.5,0.49158,0.33882,1.27292,1.93652,1.39833,0.000873306,0.000873306,0.000873306
33,22.4547,0.50297,0.7253,0.96831,0.82192,0.5,0.49136,0.35072,1.19739,1.90571,1.3412,0.00088816,0.00088816,0.00088816
34,23.0395,0.65656,0.89329,0.96363,0.82192,0.5,0.49136,0.35072,1.19739,1.90571,1.3412,0.000902222,0.000902222,0.000902222
35,23.6421,0.59124,0.88824,1.07599,0.82969,0.5,0.46644,0.33892,1.2088,1.83948,1.35188,0.000915492,0.000915492,0.000915492
36,24.2883,0.61834,0.83467,0.96601,0.83871,0.5,0.44172,0.25139,1.23767,2.04199,1.36339,0.00092797,0.00092797,0.00092797
37,24.9078,0.64033,0.73118,0.92347,0.83871,0.5,0.44172,0.25139,1.23767,2.04199,1.36339,0.000939656,0.000939656,0.000939656
38,25.513,0.6783,1.09129,1.03504,0.51973,0.41667,0.28548,0.15896,1.4926,2.24285,1.68074,0.00095055,0.00095055,0.00095055
39,26.1463,0.531,0.94089,1.01937,0.39344,0.33333,0.23213,0.1416,1.56149,2.37887,1.69494,0.000960652,0.000960652,0.000960652
40,26.7567,0.5843,0.82208,0.93844,0.39344,0.33333,0.23213,0.1416,1.56149,2.37887,1.69494,0.000969962,0.000969962,0.000969962
41,27.3945,0.51188,0.77063,0.95988,0.49621,0.25,0.23403,0.1466,1.44846,2.33105,1.64006,0.00097848,0.00097848,0.00097848
42,28.0415,0.69182,0.86237,1.10491,0.57977,0.5,0.3861,0.22825,1.38576,2.32514,1.50091,0.000986206,0.000986206,0.000986206
43,28.618,0.58118,0.94737,1.01617,0.57977,0.5,0.3861,0.22825,1.38576,2.32514,1.50091,0.00099314,0.00099314,0.00099314
44,29.2295,0.60625,0.80112,0.93099,0.59533,0.49124,0.38288,0.17412,1.37713,2.28703,1.4941,0.000999282,0.000999282,0.000999282
45,29.8359,0.70276,0.98439,1.09623,0.59533,0.49124,0.38288,0.17412,1.37713,2.28703,1.4941,0.00100463,0.00100463,0.00100463
46,30.4254,0.64961,0.89941,0.9558,0.60025,0.41667,0.41976,0.174,1.44872,2.40401,1.53341,0.00100919,0.00100919,0.00100919
47,31.046,0.61648,0.83327,0.9301,0.60025,0.41667,0.41976,0.174,1.44872,2.40401,1.53341,0.00101296,0.00101296,0.00101296
48,31.698,0.67178,1.327,1.1141,0.64058,0.16667,0.18954,0.07876,1.85673,2.82082,1.81527,0.00101593,0.00101593,0.00101593
49,32.2838,0.6288,0.88095,1.00946,0.64058,0.16667,0.18954,0.07876,1.85673,2.82082,1.81527,0.00101811,0.00101811,0.00101811
50,32.9261,0.62826,0.802,0.96404,0.74587,0.24587,0.20512,0.08797,1.83846,2.80379,1.79788,0.0010195,0.0010195,0.0010195
51,33.5182,0.65144,1.06193,1.11645,0.74587,0.24587,0.20512,0.08797,1.83846,2.80379,1.79788,0.00101,0.00101,0.00101
52,34.1117,0.55689,0.80971,1.01416,0.4791,0.30895,0.25944,0.10879,1.67757,2.69591,1.79661,0.0009902,0.0009902,0.0009902
53,34.7659,0.59192,0.81168,0.94394,0.4791,0.30895,0.25944,0.10879,1.67757,2.69591,1.79661,0.0009704,0.0009704,0.0009704
54,35.4178,0.71901,0.99376,1.14044,0.44201,0.46373,0.3472,0.16685,1.50379,2.74399,1.7052,0.0009506,0.0009506,0.0009506
55,36.0791,0.46869,0.69826,0.91302,0.44201,0.46373,0.3472,0.16685,1.50379,2.74399,1.7052,0.0009308,0.0009308,0.0009308
56,36.7061,0.52981,0.70886,1.00458,0.62284,0.41331,0.40721,0.25719,1.40216,2.43393,1.55603,0.000911,0.000911,0.000911
57,37.3309,0.85383,0.97895,1.08131,0.62284,0.41331,0.40721,0.25719,1.40216,2.43393,1.55603,0.0008912,0.0008912,0.0008912
58,37.9823,0.54186,0.75944,0.98145,0.8107,0.5,0.52537,0.3352,1.20963,2.20496,1.41953,0.0008714,0.0008714,0.0008714
59,38.618,0.58286,0.71479,0.99547,0.8107,0.5,0.52537,0.3352,1.20963,2.20496,1.41953,0.0008516,0.0008516,0.0008516
60,39.2665,0.49688,0.63287,0.94885,0.8309,0.5,0.4916,0.3374,1.2275,2.2068,1.42219,0.0008318,0.0008318,0.0008318
61,39.8911,0.46498,0.79453,0.95702,0.8309,0.5,0.4916,0.3374,1.2275,2.2068,1.42219,0.000812,0.000812,0.000812
62,40.5407,0.51089,0.64171,0.92431,0.73336,0.5,0.48508,0.32837,1.30781,2.12431,1.42197,0.0007922,0.0007922,0.0007922
63,41.167,0.59598,0.78238,0.95192,0.73336,0.5,0.48508,0.32837,1.30781,2.12431,1.42197,0.0007724,0.0007724,0.0007724
64,41.7944,0.43212,0.70363,0.9452,0.74875,0.49708,0.49062,0.33283,1.35453,2.06069,1.44514,0.0007526,0.0007526,0.0007526
65,42.4383,0.64416,0.72455,0.97826,0.74875,0.49708,0.49062,0.33283,1.35453,2.06069,1.44514,0.0007328,0.0007328,0.0007328
66,43.0644,0.44431,0.57989,0.92136,0.74672,0.49234,0.49706,0.3018,1.35039,2.15256,1.52469,0.000713,0.000713,0.000713
67,43.6884,0.49414,0.69433,0.90862,0.74672,0.49234,0.49706,0.3018,1.35039,2.15256,1.52469,0.0006932,0.0006932,0.0006932
68,44.4713,0.48639,0.61525,0.90847,0.97603,0.41667,0.499,0.29555,1.33695,2.17699,1.57855,0.0006734,0.0006734,0.0006734
69,45.0594,0.75427,0.95466,1.20641,0.97603,0.41667,0.499,0.29555,1.33695,2.17699,1.57855,0.0006536,0.0006536,0.0006536
70,45.657,0.50133,0.67175,0.96886,0.65946,0.5,0.49141,0.27281,1.33201,2.11988,1.55575,0.0006338,0.0006338,0.0006338
71,46.3055,0.55156,0.66995,0.90653,0.65946,0.5,0.49141,0.27281,1.33201,2.11988,1.55575,0.000614,0.000614,0.000614
72,46.9318,0.46781,0.5774,0.92123,0.74868,0.49693,0.51315,0.30601,1.29095,2.03002,1.49297,0.0005942,0.0005942,0.0005942
73,47.6031,0.52103,0.65194,0.97827,0.74868,0.49693,0.51315,0.30601,1.29095,2.03002,1.49297,0.0005744,0.0005744,0.0005744
74,48.2094,0.45243,0.60849,0.92892,0.96901,0.41667,0.53127,0.34528,1.24174,1.95533,1.44266,0.0005546,0.0005546,0.0005546
75,48.8202,0.53206,0.81416,1.03017,0.96901,0.41667,0.53127,0.34528,1.24174,1.95533,1.44266,0.0005348,0.0005348,0.0005348
76,49.3997,0.46725,0.61348,0.97478,0.74742,0.49399,0.53955,0.33667,1.21829,1.87182,1.42269,0.000515,0.000515,0.000515
77,50.0104,0.45681,0.56235,0.91598,0.74742,0.49399,0.53955,0.33667,1.21829,1.87182,1.42269,0.0004952,0.0004952,0.0004952
78,50.6458,0.48183,0.60873,0.97371,0.72327,0.5,0.54202,0.34015,1.16542,1.76829,1.38264,0.0004754,0.0004754,0.0004754
79,51.2449,0.45804,0.62119,0.96948,0.72327,0.5,0.54202,0.34015,1.16542,1.76829,1.38264,0.0004556,0.0004556,0.0004556
80,51.8942,0.46384,0.59145,0.90935,0.83302,0.5,0.5541,0.35658,1.15227,1.75657,1.35225,0.0004358,0.0004358,0.0004358
81,52.4815,0.46279,0.56451,0.87836,0.83302,0.5,0.5541,0.35658,1.15227,1.75657,1.35225,0.000416,0.000416,0.000416
82,53.1503,0.42663,0.62028,0.95127,1,0.49646,0.56352,0.36907,1.1447,1.72568,1.32277,0.0003962,0.0003962,0.0003962
83,53.7629,0.4219,0.63163,0.87972,1,0.49646,0.56352,0.36907,1.1447,1.72568,1.32277,0.0003764,0.0003764,0.0003764
84,54.4145,0.43901,0.62038,0.88658,0.99189,0.5,0.55833,0.34383,1.15234,1.69104,1.31464,0.0003566,0.0003566,0.0003566
85,55.0092,0.45721,0.58521,0.95053,0.99189,0.5,0.55833,0.34383,1.15234,1.69104,1.31464,0.0003368,0.0003368,0.0003368
86,55.6135,0.53679,0.61197,1.07944,0.99106,0.5,0.55578,0.37727,1.17802,1.67737,1.32469,0.000317,0.000317,0.000317
87,56.2621,0.4314,0.69431,0.92104,0.99106,0.5,0.55578,0.37727,1.17802,1.67737,1.32469,0.0002972,0.0002972,0.0002972
88,56.9164,0.37817,0.53084,0.87422,0.98949,0.5,0.5535,0.34452,1.16863,1.65397,1.30535,0.0002774,0.0002774,0.0002774
89,57.5602,0.48402,0.59529,0.902,0.98949,0.5,0.5535,0.34452,1.16863,1.65397,1.30535,0.0002576,0.0002576,0.0002576
90,58.1845,0.61242,0.94683,1.12504,0.99034,0.5,0.54948,0.34579,1.17484,1.6732,1.31655,0.0002378,0.0002378,0.0002378
91,58.8445,0.68087,1.29022,1.10822,0.99034,0.5,0.54948,0.34579,1.17484,1.6732,1.31655,0.000218,0.000218,0.000218
92,59.4578,0.31537,0.73893,0.95151,0.99381,0.5,0.55636,0.34447,1.17422,1.66182,1.31445,0.0001982,0.0001982,0.0001982
93,60.0397,0.40707,0.75473,0.88517,0.99381,0.5,0.55636,0.34447,1.17422,1.66182,1.31445,0.0001784,0.0001784,0.0001784
94,60.625,0.37321,0.97892,0.91308,0.99802,0.5,0.55854,0.34748,1.1917,1.68719,1.32601,0.0001586,0.0001586,0.0001586
95,61.2166,0.31914,0.69006,0.87242,0.99802,0.5,0.55854,0.34748,1.1917,1.68719,1.32601,0.0001388,0.0001388,0.0001388
96,61.8068,0.38623,0.73703,0.94744,1,0.49913,0.55463,0.35058,1.20961,1.71201,1.33868,0.000119,0.000119,0.000119
97,62.3922,0.33931,0.68638,0.92287,1,0.49913,0.55463,0.35058,1.20961,1.71201,1.33868,9.92e-05,9.92e-05,9.92e-05
98,62.9769,0.41062,0.81155,0.8782,1,0.49929,0.55075,0.34989,1.20665,1.73763,1.34267,7.94e-05,7.94e-05,7.94e-05
99,63.5559,0.35979,0.78671,0.87428,1,0.49929,0.55075,0.34989,1.20665,1.73763,1.34267,5.96e-05,5.96e-05,5.96e-05
100,64.1492,0.38294,1.01075,0.89965,1,0.49701,0.55239,0.35352,1.17888,1.75138,1.34315,3.98e-05,3.98e-05,3.98e-05
